Term,Term Descrshort,Crse Descr,Class Nbr,Subject,Catalog Nbr,Class Section,Class Instr ID,Class Instr Name,Class Mtg Nbr,Facility ID,Facility Descr,Instruction Mode Descrshort,Meeting Start Dt,Meeting End Dt,Meeting Time Start,Meeting Time End,Mon,Tues,Wed,Thurs,Fri,Sat,Sun
2550,SU 2025,Adv Directed Study,71734,EECS,499,038,34341308,"Chesney,David R",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71736,EECS,499,040,55890186,"Islam,Mohammed Nazrul",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71768,EECS,499,136,00569174,"Saligane,Mehdi",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71820,EECS,499,050,36575914,"Subramanian,Vijay Gautam",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71826,EECS,499,005,66426349,"Bertacco,Valeria M",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71827,EECS,499,006,73711610,"Pettie,Seth",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71828,EECS,499,007,38211412,"Dick,Robert",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71829,EECS,499,009,19701381,"Najarian,Kayvan",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71830,EECS,499,010,05390102,"Scott,Clayton D",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71831,EECS,499,011,17039165,"Lee,Euiwoong",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71832,EECS,499,013,45673684,"Bansal,Nikhil",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71833,EECS,499,014,70752506,"Willingale,Louise",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71834,EECS,499,022,56309992,"Wellman,Michael P",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71835,EECS,499,025,52375806,"Wang,Xinyu",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71836,EECS,499,045,21656959,"Burdick,Laura",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71837,EECS,499,030,92103589,"Norris,Theodore B",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71838,EECS,499,033,65771889,"Wentzloff,David",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71839,EECS,499,034,23579701,"Afshari,Ehsan",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71840,EECS,499,035,18334305,"Bondi-Kelly,Liz",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71841,EECS,499,051,67283866,"Mi,Zetian",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71842,EECS,499,039,90931804,"Chai,Joyce",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71843,EECS,499,053,33573306,"Fessler,Jeffrey A",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71844,EECS,499,041,49249056,"Guo,Anhong",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71845,EECS,499,042,94715920,"Mao,Z Morley",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71846,EECS,499,043,84564440,"Narayanasamy,Satish",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71847,EECS,499,054,21383610,"Tilbury,Dawn M",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71848,EECS,499,055,11532799,"Wang,Xu",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71849,EECS,499,057,35794079,"Mower Provost,Emily",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71850,EECS,499,058,68831268,"Rampure,Suraj Jaideep",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71851,EECS,499,072,19902500,"Chen,Peter M",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71852,EECS,499,061,13735068,"Fish,Benjamin",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71853,EECS,499,062,30429267,"Lu,Wei",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71854,EECS,499,063,83813646,"Terry Jr,Fred Lewis",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71855,EECS,499,066,31742976,"Stout,Quentin F",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71856,EECS,499,067,94724321,"Michielssen,Eric",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71857,EECS,499,070,30902400,"Liu,Mingyan",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71858,EECS,499,071,26231754,"Shin,Kang Geun",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71859,EECS,499,073,57251256,"Hayes,John Patrick",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71860,EECS,499,074,81495483,"Ku,Pei-Cheng",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71861,EECS,499,075,96687010,"Wu,Ke",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71862,EECS,499,077,37741724,"Kim,Hun Seok",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71863,EECS,499,078,04976100,"Grbic,Anthony",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71864,EECS,499,079,11265921,"Forrest,Stephen",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71865,EECS,499,082,76144320,"Kloosterman,John Sidney",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71866,EECS,499,083,43575071,"Kanicki,Jerzy",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71867,EECS,499,084,44053516,"Nielsen,Jon-Fredrik",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71868,EECS,499,085,36268172,"Bucher,Bernadette",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71869,EECS,499,087,32954542,"Zhang,Zheshen",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71870,EECS,499,088,64770765,"Hero III,Alfred O",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71871,EECS,499,090,88081055,"Bleier,Nathaniel Lewis",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71872,EECS,499,091,54208334,"Hu,Wei",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71873,EECS,499,092,64466758,"Manerkar,Yatin A",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71874,EECS,499,095,27085768,"Revzen,Shai",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71875,EECS,499,097,51694069,"Freudenberg,James S",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71876,EECS,499,103,50371570,"Cheraghchi,Mahdi",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71877,EECS,499,104,24188006,"Shekhar,Shubhanshu",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71878,EECS,499,105,87227827,"Incer,Inigo",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71879,EECS,499,106,54596053,"Jahanbakhsh,Farnaz",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71880,EECS,499,107,03656033,"Balzano,Laura",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71881,EECS,499,111,39016562,"Z,Y",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71882,EECS,499,114,56734307,"Mazumder,Pinaki",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71883,EECS,499,117,78927739,"Lafortune,Stephane",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71884,EECS,499,118,53671916,"Laird,John E",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71885,EECS,499,119,33304243,"Guo,L Jay",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71886,EECS,499,137,63743625,"Prakash,Atul",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71887,EECS,499,121,56250060,"New,Max",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71888,EECS,499,124,03541870,"Noble,Brian D",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71889,EECS,499,122,28164669,"Avestruz,Al-Thaddeus",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71890,EECS,499,147,50565522,"Jeannin,Jean-Baptiste",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71891,EECS,499,154,27193534,"Anastasopoulos,Achilleas",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71892,EECS,499,128,44091928,"Austin,Todd M",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71893,EECS,499,129,96016922,"Najafi,Khalil",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71894,EECS,499,130,55353991,"Ozay,Necmiye",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71895,EECS,499,131,34188732,"Durfee,Edmund H",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71896,EECS,499,158,24322368,"Sylvester,Dennis Michael",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71897,EECS,499,133,95298000,"Burgers,Alexander Peter",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71898,EECS,499,173,75711080,"Blaauw,David",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71899,EECS,499,174,76226447,"Mahlke,Scott",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71900,EECS,499,140,77127173,"Whitaker,John F",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71901,EECS,499,176,38893064,"Ahmadi,Elaheh",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71902,EECS,499,177,62035572,"Pradhan,S Sandeep",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71903,EECS,499,178,96224447,"Flynn,Michael",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71904,EECS,499,179,88516033,"Phillips,Jamie Dean",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71905,EECS,499,181,12893786,"Banovic,Nikola",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71906,EECS,499,183,56310602,"Gianchandani,Yogesh B",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71907,EECS,499,184,77926261,"Galvanauskas,Almantas",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71908,EECS,499,186,62228222,"Ackerman,Mark",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71909,EECS,499,188,50344194,"Thomas,Alexander George Roy",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71910,EECS,499,189,63370758,"Razak,Saquib",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71911,EECS,499,190,84782381,"Baveja,Satinder Singh",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71912,EECS,499,192,73810050,"Giebink,Noel Christopher",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71913,EECS,499,196,39673006,"Abney,Steven P",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71914,EECS,499,198,66717836,"Ruf,Chris",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71915,EECS,499,199,19307927,"Tzimpragos,Georgios",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71916,EECS,499,202,14378307,"Merlin,Roberto D",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,71917,EECS,499,142,20171290,"Jenkins,Odest Chadwicke",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,72317,EECS,499,008,43188816,"Roy Chowdhury,Amrita",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,72353,EECS,499,036,53959394,"Kuipers,Benjamin",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,72358,EECS,499,068,44862700,"Halderman,J Alex",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,72394,EECS,499,065,43793298,"Grubbs,Paul",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,72401,EECS,499,205,36976442,"Peterson,Becky Lorenz",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,72419,EECS,499,028,68362290,"Sarabi,Armin",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
2550,SU 2025,Adv Directed Study,72698,EECS,499,044,75435945,"Ringenberg,Jeff",1, , ,In Person,06/26/2025,08/12/2025,1:00 AM,1:00 AM,N,N,N,N,N,N,N
