Term,Term Descrshort,Crse Descr,Class Nbr,Subject,Catalog Nbr,Class Section,Class Instr ID,Class Instr Name,Class Mtg Nbr,Facility ID,Facility Descr,Instruction Mode Descrshort,Meeting Start Dt,Meeting End Dt,Meeting Time Start,Meeting Time End,Mon,Tues,Wed,Thurs,Fri,Sat,Sun
2510,FA 2024,1st Year Ukr,19025,UKR,151,001,44277409,"Mengozzi,Arthur Deam",1,MLB2104,2104 MLB,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,1st Yr Chinese I,13701,ASIANLAN,101,001,34090852,"Levin,Qiuli Zhao",1,NQ2135,2135 NQ,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,Y,Y,Y,Y,N,N
2510,FA 2024,1st Yr Chinese I,13702,ASIANLAN,101,002,34090852,"Levin,Qiuli Zhao",1,SPH24332,4332 SPH2,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,Y,Y,Y,Y,N,N
2510,FA 2024,1st Yr Chinese I,13703,ASIANLAN,101,003,39524950,"Yu,Xiaoying",1,MH1303,1303 MH,In Person,08/26/2024,12/09/2024,2:00 PM,3:00 PM,Y,Y,Y,Y,Y,N,N
2510,FA 2024,1st Yr Chinese I,28854,ASIANLAN,101,004,39524950,"Yu,Xiaoying",1,NQ1155,1155 NQ,In Person,08/26/2024,12/09/2024,4:00 PM,5:00 PM,Y,Y,Y,Y,Y,N,N
2510,FA 2024,1st Yr Chinese I,40673,ASIANLAN,101,005,28176160,"Hu,Haibo",1,NQ1265,1265 NQ,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,Y,Y,Y,Y,N,N
2510,FA 2024,1stYrChineseI (Adv),20603,ASIANLAN,100,001,28176160,"Hu,Haibo",1,MH2449,2449 MH,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,N,Y,N,Y,N,N
2510,FA 2024,1stYrChineseI (Adv),20604,ASIANLAN,100,002,28176160,"Hu,Haibo",1,NUB3540,3540 NUB,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Filipino I,13728,ASIANLAN,111,001,51005329,"Gonzaga,Irene",1,MLBB120,B120 MLB,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,Y,Y,Y,N,N,N
2510,FA 2024,1st Yr Gr Sem,34343,HISTART,615,001,68800556,"Liu,Lihong",1,TAP210,210 TAP,In Person,08/26/2024,12/09/2024,4:00 PM,7:00 PM,N,N,N,Y,N,N,N
2510,FA 2024,1st Yr Heritage Chn,17760,ASIANLAN,104,001,05478896,"Gu,Karen",1,USB3265,3265 USB,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,Y,Y,Y,N,N,N
2510,FA 2024,1st Yr Heritage Chn,19441,ASIANLAN,104,002,05478896,"Gu,Karen",1,USB3265,3265 USB,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,Y,Y,Y,N,N,N
2510,FA 2024,1st Yr Hindi I,13725,ASIANLAN,115,001,96934025,"Gill,Pinderjeet K",1,NQ2175,2175 NQ,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,Y,N,N,N,N,N
2510,FA 2024,1st Yr Hindi I,13726,ASIANLAN,115,002,12999158,"Ali,Syed Ekhteyar",1,NQ2135,2135 NQ,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,1st Yr Hindi I,13727,ASIANLAN,115,003,12999158,"Ali,Syed Ekhteyar",1,MLBB115A,B115A MLB,In Person,08/26/2024,12/09/2024,2:00 PM,3:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,1st Yr Indonesian I,13724,ASIANLAN,121,001,91504624,",Agustini",1,STB5000,5000 STB,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,Y,Y,Y,N,N,N
2510,FA 2024,1st Yr Interdisc Sem,27131,UC,154,001,57259306,"Modey,Christine Ann",1,WQG023,G023 WQ,In Person,08/26/2024,12/09/2024,1:00 PM,2:30 PM,Y,N,Y,N,N,N,N
2510,FA 2024,1st Yr Japanese I,13706,ASIANLAN,125,001,13018570,"Kitahashi,Yamato",1,STB2022,2022 STB,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Japanese I,13707,ASIANLAN,125,002,13018570,"Kitahashi,Yamato",1,STB2022,2022 STB,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Japanese I,13708,ASIANLAN,125,003,13018570,"Kitahashi,Yamato",1,MH1401,1401 MH,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Japanese I,13709,ASIANLAN,125,004,13018570,"Kitahashi,Yamato",1,MH1401,1401 MH,In Person,08/26/2024,12/09/2024,1:00 PM,2:00 PM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Japanese I,13710,ASIANLAN,125,005,13018570,"Kitahashi,Yamato",1,AHG040,G040 TISCH,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Japanese I,13711,ASIANLAN,125,006,96622398,"Sasaki,Akiyo",1,UMMA049,049 UMMA,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Japanese I,13712,ASIANLAN,125,007,73929361,"Yasuda,Masae",1,MLB2104,2104 MLB,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,N,Y,N,N,N,N
2510,FA 2024,1st Yr Japanese I,13714,ASIANLAN,125,009,73929361,"Yasuda,Masae",1,SEB2225,2225 SEB,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Japanese I,13715,ASIANLAN,125,010,96622398,"Sasaki,Akiyo",1,NQ1265,1265 NQ,In Person,08/26/2024,12/09/2024,1:00 PM,2:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Japanese I,26785,ASIANLAN,125,011,73929361,"Yasuda,Masae",1,MLBB137,B137 MLB,In Person,08/26/2024,12/09/2024,2:00 PM,3:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Japanese I,26786,ASIANLAN,125,012,96622398,"Sasaki,Akiyo",1,MH1303,1303 MH,In Person,08/26/2024,12/09/2024,3:00 PM,4:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Japanese I,28859,ASIANLAN,125,013,73929361,"Yasuda,Masae",1,UMMA049,049 UMMA,In Person,08/26/2024,12/09/2024,4:00 PM,5:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1stYrJpn-Anime/Manga,21340,ASIANLAN,123,001,15054182,"Schad,Christopher Jeffrey",1,AH4211,4211 AH,In Person,08/26/2024,12/09/2024,4:00 PM,5:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1stYrJpn-Anime/Manga,28855,ASIANLAN,123,002,15054182,"Schad,Christopher Jeffrey",1,MH2401,2401 MH,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Korean I,13722,ASIANLAN,135,001,15975928,"Jung,Hunjin",1,MH2306,2306 MH,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Korean I,19214,ASIANLAN,135,002,15975928,"Jung,Hunjin",1,MH2306,2306 MH,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Korean I,22832,ASIANLAN,135,003,15975928,"Jung,Hunjin",1,MH2306,2306 MH,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Korean I,23686,ASIANLAN,135,004,13696799,"Kim,Jiyoung",1,LSA3207,3207 LSA,In Person,08/26/2024,12/09/2024,3:00 PM,4:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Korean I,24743,ASIANLAN,135,005,44621762,"Byun,YuhJoo",1,MH1427,1427 MH,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Korean I,24744,ASIANLAN,135,006,48418849,"Kim,So Yeon",1,EH2866,2866 EH,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Korean I,25862,ASIANLAN,135,007,44621762,"Byun,YuhJoo",1,MH3302,3302 MH,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Korean I,28847,ASIANLAN,135,008,12465605,"Chung,Jeehyae",1,SKB2150,2150 SKB,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Korean I,28849,ASIANLAN,135,009,12465605,"Chung,Jeehyae",1,EQB804,B804 EQ,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Korean I,28850,ASIANLAN,135,010,13696799,"Kim,Jiyoung",1,MH3427,3427 MH,In Person,08/26/2024,12/09/2024,4:00 PM,5:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,1st Yr Literary Sem,31098,COMPLIT,140,001,75044024,"Randall,Renee Ragin",1,AH2024,2024 TISCH,In Person,08/26/2024,12/09/2024,4:00 PM,5:30 PM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Punjabi I,24742,ASIANLAN,145,001,96934025,"Gill,Pinderjeet K",1,MLB2104,2104 MLB,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,Y,N,N,N,N,N
2510,FA 2024,1st Yr Sem Anthro,23760,ANTHRCUL,158,001,23107011,"Mannheim,Bruce",1,UMMA049,049 UMMA,In Person,08/26/2024,12/09/2024,1:00 PM,2:30 PM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Sem Anthro,32225,ANTHRCUL,158,003,85772680,"Fehervary,Krisztina E",1,MHG463,G463 MH,In Person,08/26/2024,12/09/2024,10:00 AM,11:30 AM,Y,N,Y,N,N,N,N
2510,FA 2024,1st Yr Sem Anthro,35039,ANTHRCUL,158,004,40578036,"Chamorro,Luciana",1,MHG449,G449 MH,In Person,08/26/2024,12/09/2024,1:00 PM,2:30 PM,Y,N,Y,N,N,N,N
2510,FA 2024,1st Yr Sem Lang&Lit,23076,ENGLISH,140,001,91796599,"Portnoy,Alisse",1,MH3437,3437 MH,In Person,08/26/2024,12/09/2024,8:30 AM,10:00 AM,Y,N,Y,N,N,N,N
2510,FA 2024,1st Yr Sem Lang&Lit,33671,ENGLISH,140,002,21047342,"Cohen,Walter I",1,MHG437,G437 MH,In Person,08/26/2024,12/09/2024,2:30 PM,4:00 PM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Sem Lang&Lit,38190,ENGLISH,140,003,27758839,"Bezirdzhyan,Ani",1,MH3451,3451 MH,In Person,08/26/2024,12/09/2024,1:00 PM,2:30 PM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Sem Lang&Lit,40394,ENGLISH,140,004,43940692,"Najita,Susan Y",1,EH4088,4088 EH,In Person,08/26/2024,12/09/2024,1:00 PM,2:30 PM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr SS Seminar,23594,HISTORY,196,001,46743769,"Hancock,David",1,MHG437,G437 MH,In Person,08/26/2024,12/09/2024,4:00 PM,5:30 PM,Y,N,Y,N,N,N,N
2510,FA 2024,1st Yr SS Seminar,40250,HISTORY,196,002,22006788,"Countryman,Matthew J",1,EQ1507,1507 EQ,In Person,08/26/2024,12/09/2024,11:30 AM,1:00 PM,N,Y,N,Y,N,N,N
2510,FA 2024,1st Yr Tamil I,39628,ASIANLAN,155,001,54091112,"Raviraj,Pathima Pasmila",1,STB5000,5000 STB,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,Y,Y,Y,N,N,N
2510,FA 2024,1st Yr Thai I,13723,ASIANLAN,161,001,76653619,"Bunmee,Aimkamon",1,MH3315,3315 MH,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,Y,Y,Y,N,N,N
2510,FA 2024,1st Yr Urdu I,13779,ASIANLAN,171,001,50865437,"Anjum,Muhammad Umar",1,NQ1110,1110 NQ,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,Y,Y,Y,N,N,N
2510,FA 2024,1st Yr Vietnamese I,13729,ASIANLAN,175,001,86200081,"Nguyen,ThuyAnh T",1,MLBB115A,B115A MLB,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,Y,Y,Y,N,N,N
2510,FA 2024,1st Yr Vietnamese I,40532,ASIANLAN,175,002,86200081,"Nguyen,ThuyAnh T",1,STB6000,6000 STB,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,20 C American,35255,HISTORY,688,001,65476310,"Lassiter,Matthew D",1,TAP210,210 TAP,In Person,08/26/2024,12/09/2024,4:00 PM,7:00 PM,N,Y,N,N,N,N,N
2510,FA 2024,20 C Am Wars,11258,HISTORY,266,001,63842387,"Marwil,Jonathan L",1,MLBB137,B137 MLB,In Person,08/26/2024,12/09/2024,11:30 AM,1:00 PM,N,Y,N,Y,N,N,N
2510,FA 2024,20th Cent Polish Lit,31397,POLISH,526,001,59564206,"Paloff,Benjamin B",1,NQ1245,1245 NQ,In Person,08/26/2024,12/09/2024,2:30 PM,4:00 PM,N,Y,N,Y,N,N,N
2510,FA 2024,2nd Year Swedish,11651,SCAND,233,001,13549025,"Eriksson,Johanna",1,MLB3310,3310 MLB,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Year Ukrainian,22846,UKR,251,001,49943855,"Rogovyk,Svitlana",1,MLB2104,2104 MLB,In Person,08/26/2024,12/09/2024,2:30 PM,4:00 PM,N,Y,N,Y,N,N,N
2510,FA 2024,2nd Year Yiddish I,23705,JUDAIC,201,001,14170426,"Luchina,Elena",1,STB3000,3000 STB,Hybrid,08/26/2024,12/09/2024,1:00 PM,2:30 PM,Y,N,Y,N,N,N,N
2510,FA 2024,2nd Year Yiddish I,23715,YIDDISH,201,001,14170426,"Luchina,Elena",1,STB3000,3000 STB,Hybrid,08/26/2024,12/09/2024,1:00 PM,2:30 PM,Y,N,Y,N,N,N,N
2510,FA 2024,2nd Year Yiddish I,23716,GERMAN,227,001,14170426,"Luchina,Elena",1,STB3000,3000 STB,Hybrid,08/26/2024,12/09/2024,1:00 PM,2:30 PM,Y,N,Y,N,N,N,N
2510,FA 2024,2nd Yr Chinese I,13704,ASIANLAN,201,001,37496499,"Li-Stevenson,Jinyi",1,NQ1155,1155 NQ,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,Y,Y,Y,Y,N,N
2510,FA 2024,2nd Yr Chinese I,13705,ASIANLAN,201,002,37496499,"Li-Stevenson,Jinyi",1,NQ1155,1155 NQ,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,Y,Y,Y,Y,N,N
2510,FA 2024,2nd Yr Chinese I,21929,ASIANLAN,201,003,19429073,"Liu,Qian",1,NQ2175,2175 NQ,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,Y,Y,Y,Y,N,N
2510,FA 2024,2nd Yr Chinese I,23099,ASIANLAN,201,004,19429073,"Liu,Qian",1,NQ2175,2175 NQ,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,Y,Y,Y,Y,N,N
2510,FA 2024,2nd Yr Chinese I,26688,ASIANLAN,201,005,78264761,"li,Xiaomeng",1,NQ2135,2135 NQ,In Person,08/26/2024,12/09/2024,3:00 PM,4:00 PM,Y,Y,Y,Y,Y,N,N
2510,FA 2024,2nd Yr Chinese I,34971,ASIANLAN,201,006,78264761,"li,Xiaomeng",1,NQ2135,2135 NQ,In Person,08/26/2024,12/09/2024,4:00 PM,5:00 PM,Y,Y,Y,Y,Y,N,N
2510,FA 2024,2nd Yr Filipino I,13733,ASIANLAN,211,001,51005329,"Gonzaga,Irene",1,MLBB113,B113 MLB,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Greek I,11245,GREEK,507,001,29488385,"Ahbel-Rappe  she-her,Sara L",1,AH2163,2163 AH,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,Y,N,Y,Y,N,N
2510,FA 2024,2nd Yr Grk I,11486,GREEKMOD,503,001,58978349,"Leontis,Artemis S",1,MH2462,2462 MH,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Heritage Chn,17761,ASIANLAN,204,001,29871761,"Zhong,Yan",1,EQ1505,1505 EQ,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Heritage Chn,29641,ASIANLAN,204,002,29871761,"Zhong,Yan",1,NQ2175,2175 NQ,In Person,08/26/2024,12/09/2024,1:00 PM,2:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Hindi I,13731,ASIANLAN,215,001,12999158,"Ali,Syed Ekhteyar",1,SEB2334,2334 SEB,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Hindi I,13732,ASIANLAN,215,002,12999158,"Ali,Syed Ekhteyar",1,MLBB113,B113 MLB,In Person,08/26/2024,12/09/2024,3:00 PM,4:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Indonesian I,23643,ASIANLAN,221,001,91504624,",Agustini",1,STB5000,5000 STB,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Japanese I,13716,ASIANLAN,225,001,42576782,"Sakakibara,Yoshimi",1,MH1449,1449 MH,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,N,Y,N,Y,N,N,N
2510,FA 2024,2nd Yr Japanese I,13717,ASIANLAN,225,002,42576782,"Sakakibara,Yoshimi",1,MH1449,1449 MH,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,N,Y,N,Y,N,N,N
2510,FA 2024,2nd Yr Japanese I,13718,ASIANLAN,225,003,42576782,"Sakakibara,Yoshimi",1,NQ1175,1175 NQ,In Person,08/26/2024,12/09/2024,3:00 PM,4:00 PM,N,Y,N,Y,N,N,N
2510,FA 2024,2nd Yr Japanese I,13719,ASIANLAN,225,004,18774338,"Hoffmeyer,Kimie",1,EQB830,B830 EQ,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,N,Y,N,Y,N,N
2510,FA 2024,2nd Yr Japanese I,13720,ASIANLAN,225,005,18774338,"Hoffmeyer,Kimie",1,EQB830,B830 EQ,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,N,Y,N,Y,N,N
2510,FA 2024,2nd Yr Japanese I,13721,ASIANLAN,225,006,39644696,"Mochizuki,Yoshihiro",1,LSA3207,3207 LSA,In Person,08/26/2024,12/09/2024,2:00 PM,3:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,2nd Yr Japanese I,19446,ASIANLAN,225,007,39644696,"Mochizuki,Yoshihiro",1,NQ2185,2185 NQ,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,2nd Yr Japanese I,25861,ASIANLAN,225,008,42576782,"Sakakibara,Yoshimi",1,EQ1506,1506 EQ,In Person,08/26/2024,12/09/2024,3:00 PM,4:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,2nd Yr Japanese I,37666,ASIANLAN,225,009,39644696,"Mochizuki,Yoshihiro",1,LORCH373,373 LORCH,In Person,08/26/2024,12/09/2024,4:00 PM,5:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,2nd Yr Korean I,15714,ASIANLAN,235,001,44621762,"Byun,YuhJoo",1,SPH2G020,G020 SPH2,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,N,Y,N,Y,N,N,N
2510,FA 2024,2nd Yr Korean I,20536,ASIANLAN,235,002,44621762,"Byun,YuhJoo",1,MH1436,1436 MH,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,N,Y,N,Y,N,N,N
2510,FA 2024,2nd Yr Korean I,25863,ASIANLAN,235,003,12465605,"Chung,Jeehyae",1,MH2306,2306 MH,In Person,08/26/2024,12/09/2024,9:00 AM,10:00 AM,Y,N,Y,N,Y,N,N
2510,FA 2024,2nd Yr Korean I,25864,ASIANLAN,235,004,15975928,"Jung,Hunjin",1,STB6000,6000 STB,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,N,Y,N,Y,N,N
2510,FA 2024,2nd Yr Korean I,28851,ASIANLAN,235,005,48418849,"Kim,So Yeon",1,MH2347,2347 MH,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,N,Y,N,Y,N,N
2510,FA 2024,2nd Yr Mod Greek I,11482,GREEKMOD,201,001,58978349,"Leontis,Artemis S",1,MH2462,2462 MH,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Punjabi I,25880,ASIANLAN,245,001,96934025,"Gill,Pinderjeet K",1,STB5000,5000 STB,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,Y,N,N,N,N,N
2510,FA 2024,2nd Yr Sanskrit I,36545,ASIANLAN,251,001,97665056,"Brick,David",1,MLB3217,3217 MLB,In Person,08/26/2024,12/09/2024,12:00 PM,1:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Tamil I,39629,ASIANLAN,255,001,54091112,"Raviraj,Pathima Pasmila",1,MLB3217,3217 MLB,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Thai I,13730,ASIANLAN,261,001,76653619,"Bunmee,Aimkamon",1,MH3315,3315 MH,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Urdu I,13782,ASIANLAN,271,001,50865437,"Anjum,Muhammad Umar",1,NQ2175,2175 NQ,In Person,08/26/2024,12/09/2024,3:00 PM,4:00 PM,Y,Y,Y,Y,N,N,N
2510,FA 2024,2nd Yr Vietnamese I,13734,ASIANLAN,275,001,86200081,"Nguyen,ThuyAnh T",1,MLBB115A,B115A MLB,In Person,08/26/2024,12/09/2024,10:00 AM,11:00 AM,Y,Y,Y,Y,N,N,N
2510,FA 2024,3rd Year UKR I,23567,UKR,351,001,49943855,"Rogovyk,Svitlana",1,MLB2104,2104 MLB,In Person,08/26/2024,12/09/2024,2:30 PM,4:00 PM,N,Y,N,Y,N,N,N
2510,FA 2024,3rd Yr Chinese I,10905,ASIANLAN,301,001,27990333,"Liu,Wei",1,MH3347,3347 MH,In Person,08/26/2024,12/09/2024,10:00 AM,11:30 AM,Y,N,Y,N,N,N,N
2510,FA 2024,3rd Yr Chinese I,16422,ASIANLAN,301,002,27990333,"Liu,Wei",1,MLBB118,B118 MLB,In Person,08/26/2024,12/09/2024,11:30 AM,1:00 PM,Y,N,Y,N,N,N,N
2510,FA 2024,3rd Yr Heritage Chn,18069,ASIANLAN,304,001,05478896,"Gu,Karen",1,USB3265,3265 USB,In Person,08/26/2024,12/09/2024,11:00 AM,12:00 PM,Y,Y,Y,Y,N,N,N
